table_name,variable_name,enumeration_code,enumeration_display,enumeration_title,enumeration_meaning,enumeration_system,enumeration_group
Assay,assay_type,OBI:0001416,An assay of epitope specific tumor necrosis factor alpha production by T cells that detects tumor necrosis factor production.,assay measuring epitope specific tumor necrosis factor alpha production by T cells,OBI:0001416,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001419,A ChIP-ChIP assay in which immunoprecipitated chromatin is run on a tiling array that covers stretches of DNA to to detect which elements in those stretches are present in the isolated chromatin,ChIP-chip by tiling array assay,OBI:0001419,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001423,A flow cytometry assay that detects epitope specific granzyme B release by T cells,intracellular material detection measuring epitope specific granzyme B release by T cells,OBI:0001423,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001433,A radio immuno assay that detects interferon-gamma production by T cells.,radio immuno assay measuring epitope specific interferon-gamma production by T cells,OBI:0001433,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001436,A T cell epitope specific cytotoxic T cell degranulation assay that detects granzyme B release by T cells.,assay measuring epitope specific granzyme B release by T cells,OBI:0001436,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001437,A flow cytometry assay that detects chemokine (C-X-C motif) ligand 9 production by T cells.,intracellular cytokine staining assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells,OBI:0001437,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001438,An enzyme-linked immunosorbent assay that detects macrophage inflammatory protein-1 gamma production by T cells.,ELISA measuring epitope specific macrophage inflammatory protein-1 gamma production by T cells,OBI:0001438,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001445,A T cell epitope specific cytokine production assay that detects interleukin-2 production by T cells.,assay measuring epitope specific interleukin-2 production by T cells,OBI:0001445,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001449,A T cell epitope specific cytokine production assay that detects interleukin-1 beta production by T cells.,assay measuring epitope specific interleukin-1 beta production by T cells,OBI:0001449,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001450,A T cell epitope specific cytokine production assay that detects interleukin-4 production by T cells.,assay measuring epitope specific interleukin-4 production by T cells,OBI:0001450,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001451,A T cell epitope specific cytokine production assay that detects interleukin-6 production by T cells.,assay measuring epitope specific interleukin-6 production by T cells,OBI:0001451,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001452,A reporter cell line analyte detection bioassay that detects tumor necrosis factor alpha production by T cells.,cell culture analyte detection bioassay measuring epitope specific tumor necrosis factor alpha production by T cells,OBI:0001452,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001453,A flow cytometry assay that detects lymphotoxin A production by T cells.,intracellular cytokine staining assay measuring epitope specific lymphotoxin A production by T cells,OBI:0001453,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001455,An enzyme-linked immunospot assay that detects interleukin-5 production by T cells.,ELISPOT assay measuring epitope specific interleukin-5 production by T cells,OBI:0001455,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001456,A T cell epitope specific cytokine production assay that detects macrophage inflammatory protein-1 gamma production by T cells.,assay measuring epitope specific macrophage inflammatory protein-1 gamma production by T cells,OBI:0001456,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001457,A cytometric bead array assay that detects interleukin-8 production by T cells.,cytometric bead array assay measuring epitope specific interleukin-8 production by T cells,OBI:0001457,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001459,A T cell epitope specific cytokine production assay that detects chemokine (C-X-C motif) ligand 9 production by T cells.,assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells,OBI:0001459,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001461,An enzyme-linked immunosorbent assay that detects epitope specific granzyme B release by T cells.,ELISA measuring epitope specific granzyme B release by T cells,OBI:0001461,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001463,A transcription profiling assay that uses array technology.,transcription profiling by array assay,OBI:0001463,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001465,A T cell epitope specific cytokine production assay that detects monocyte chemotactic protein-1 production by T cells.,assay measuring epitope specific monocyte chemotactic protein-1 production by T cells,OBI:0001465,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001466,A flow cytometry assay that detects interleukin-12 production by T cells.,intracellular cytokine staining assay measuring epitope specific interleukin-12 production by T cells,OBI:0001466,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001467,An efficacy of T cell epitope intervention experiment that uses a disease exacerbation in vivo intervention experiment.,in vivo assay measuring T cell epitope specific disease exacerbation,OBI:0001467,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001469,A MHC ligand processing and presentation assay in which the presence of a specific ligand in an eluate is detected using the response of T cells that are known to be monospecific for that ligand as a readout.,monospecific T cell recognition assay measuring MHC ligand processing and presentation,OBI:0001469,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001473,An in vivo assay measuring T cell epitope specific protection from tumor challenge using tumor burden.,in vivo assay measuring T cell epitope specific protection after tumor burden challenge,OBI:0001473,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001475,An in vivo assay measuring T cell epitope specific protection from pathogen challenge using pathogen burden.,in vivo assay measuring T cell epitope specific protection from infectious challenge based on pathogen burden,OBI:0001475,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001476,"A binding assay in which a collection of phages expressing a library of different peptides or protein fragnments is used to infect cells, followed by screening for cells that bind a protein of interest, and identifiying the sequence of infecting phages to determine a suitable binding partner.",phage display binding assay,OBI:0001476,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001478,A MHC ligand processing and presentation assay that uses a mass spectrometry assay to identify eluted ligands,mass spectrometry assay measuring MHC ligand processing and presentation,OBI:0001478,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001482,A flow cytometry assay that detects transforming growth factor-beta production by T cells.,intracellular cytokine staining assay measuring epitope specific transforming growth factor-beta production by T cells,OBI:0001482,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001484,A T cell epitope dependent biological activity determination assay that uses an in vivo intervention experiment.,assay measuring T cell epitope specific in vivo activity,OBI:0001484,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001488,An efficacy of epitope intervention experiment that tests the ability of the intervention to decrease an existing immune response,epitope tolerance induction experiment,OBI:0001488,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001489,A mass spectrometry of MHC ligands assay that identifies eluted ligands from cell bound MHC.,mass spectrometry assay measuring MHC ligand processing and presentation of MHC ligands eluted from cellular MHC,OBI:0001489,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001490,A cytometric bead array assay that detects granulocyte macrophage colony stimulating factor production by T cells.,cytometric bead array measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells,OBI:0001490,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001491,A binding assay that uses radioactivity detection as an indicator of binding.,binding assay using radioactivity detection,OBI:0001491,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001492,An in vivo assay measuring T cell epitope specific protection from other challenge using survival.,in vivo assay measuring T cell epitope specific protection based on survival,OBI:0001492,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001493,A cell bound MHC binding assay that uses a T cell epitope recognition assay.,cell bound MHC competitive binding assay of a MHC:ligand complex using T cell epitope recognition,OBI:0001493,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001495,A T cell epitope dependent biological activity assay that detects the ability of epitope specific helper T cells to enhance either B cell or T cell adaptive immune response function.,in vivo assay measuring epitope specific T cell helper activity,OBI:0001495,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001496,A flow cytometry assay that detects interleukin-22 production by T cells.,intracellular cytokine staining assay measuring epitope specific interleukin-22 production by T cells,OBI:0001496,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001497,A T cell epitope specific cytotoxic T cell degranulation assay that detects perforin release by T cells.,assay measuring epitope specific perforin release by T cells,OBI:0001497,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001499,A binding assay that uses fluorescence detection as an indicator of binding.,binding assay using fluorescence detection,OBI:0001499,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001500,A MHC ligand processing and presentation assay in which an HPL chromatography is run to separate an input mixture of ligands eluted from MHC into fractions. These fractions are tested for recognition by T cells and compared to the recognition of a synthetic ligand that is presumed to be the recognized epitope. Identical HPLC fractionation and T cell recognition patterns confirm that the specific ligand was presented by MHC molecules.,coelution assay measuring MHC ligand processing and presentation using T cell recognition of HPLC fractionated eluate compared to synthetic ligand,OBI:0001500,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001501,An assay in which a material's fluorescence is determined.,fluorescence detection assay,OBI:0001501,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001507,An efficacy of T cell epitope intervention experiment that detects a decrease in disease.,in vivo assay measuring T cell epitope specific treatment of disease,OBI:0001507,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001509,A MHC ligand processing and presentation assay that uses Edman degradation to identify the eluted ligands,Edman degradation assay measuring MHC ligand processing and presentation,OBI:0001509,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001510,A mass spectrometry of MHC ligands that identifies eluted ligands from secreted MHC.,mass spectrometry assay measuring MHC ligand processing and presentation of MHC ligands eluted from secreted MHC,OBI:0001510,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001512,A cytometric bead array assay that detects interleukin-17A production by T cells.,cytometric bead array assay measuring epitope specific interleukin-17A production by T cells,OBI:0001512,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001513,A radioactivity detection assay that detects loss of binding of a known reference ligand to purified-MHC due to competition by the ligand under investigation.,radioactivity detection assay measuring competitive binding of a purified-MHC:ligand complex,OBI:0001513,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001516,A radioactivity detection assay that measures half maximal effective concentration (EC50) to detect the direct binding of a cell-lysate-MHC molecule with a ligand.,radioactivity detection assay measuring half maximal effective concentration [EC50] to determine direct binding of a cell-lysate-MHC:ligand complex,OBI:0001516,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001517,A radioactivity detection assay that measures half maximal inhibitory concentration (IC50) to detect the loss of binding of a known reference ligand to cell-bound-MHC due to competition by the ligand under investigation.,radioactivity detection assay measuring half maximal inhibitory concentration [IC50] to determine competitive binding of a cell-bound-MHC:ligand complex,OBI:0001517,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001519,A fluorescence detection assay that detects direct binding of a cell-lysate-MHC molecule with a ligand.,fluorescence detection assay measuring direct binding of a cell-lysate-MHC:ligand complex,OBI:0001519,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001520,A fluorescence detection assay that measures half maximal inhibitory concentration (IC50) to detect the loss of binding of a known reference ligand to cell-bound-MHC due to competition by the ligand under investigation.,fluorescence detection assay measuring half maximal inhibitory concentration [IC50] to determine competitive binding of a cell-bound-MHC:ligand complex,OBI:0001520,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001521,An enzyme-linked immunosorbent assay that detects granulocyte colony stimulating factor production by T cells.,ELISA measuring epitope specific granulocyte colony stimulating factor production by T cells,OBI:0001521,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001523,A cytometric bead array assay that detects interleukin-17F production by T cells.,cytometric bead array assay measuring epitope specific interleukin-17F production by T cells,OBI:0001523,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001524,A fluorescence detection assay that measures equilibrium association constant (KA) to detect the direct binding of a cell-bound-MHC molecule with a ligand.,fluorescence detection assay measuring equilibrium association constant [KA] to determine direct binding of a cell-bound-MHC:ligand complex,OBI:0001524,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001531,A fluorescence detection assay that measures half life to detect the direct binding of a purified-MHC molecule with a ligand.,fluorescence detection assay measuring half life to determine direct binding of a purified-MHC:ligand complex,OBI:0001531,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001532,A cytometric bead array assay that detects interleukin-9 production by T cells.,cytometric bead array assay measuring epitope specific interleukin-9 production by T cells,OBI:0001532,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001534,A fluorescence detection assay that detects loss of binding of a known reference ligand to purified-MHC due to competition by the ligand under investigation.,fluorescence detection assay measuring competitive binding of a purified-MHC:ligand complex,OBI:0001534,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001537,A fluorescence detection assay that measures equilibrium dissociation constant (KD) to detect the loss of binding of a known reference ligand to purified-MHC due to competition by the ligand under investigation.,fluorescence detection assay measuring equilibrium dissociation constant [KD] to determine competitive binding of a purified-MHC:ligand complex,OBI:0001537,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001539,A fluorescence detection assay that measures equilibrium dissociation constant (KD) to detect the loss of binding of a known reference ligand to cell-bound-MHC due to competition by the ligand under investigation.,fluorescence detection assay measuring equilibrium dissociation constant [KD] to determine competitive binding of a cell-bound-MHC:ligand complex,OBI:0001539,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001541,A fluorescence detection assay measuring binding on rate (kon) to detect direct binding of a purified-MHC:ligand complex.,fluorescence detection assay measuring binding on rate [kon] to determine direct binding of a purified-MHC:ligand complex,OBI:0001541,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001542,A detection of specific nucleic acid polymers with complementary probes that detects interleukin-13 production by T cells.,detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-13 production by T cells,OBI:0001542,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001543,A fluorescence detection assay that measures equilibrium dissociation constant (KD) to detect direct binding of a purified-MHC molecule with a ligand and provides EC50 values determined under assay conditions where the EC50 approximates a KD value.,fluorescence detection assay measuring equilibrium dissociation constant [KD] to determine direct binding of a purified-MHC:ligand complex approximated by EC50,OBI:0001543,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001544,A radioactivity detection assay that measures equilibrium dissociation constant (KD) to detect the loss of binding of a known reference ligand to cell-lysate-MHC due to competition by the ligand under investigation.,radioactivity detection assay measuring equilibrium dissociation constant [KD] to determine competitive binding of a cell-lysate-MHC:ligand complex,OBI:0001544,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001545,A flow cytometry assay that detects macrophage inflammatory protein-1 alpha production by T cells.,intracellular cytokine staining assay measuring epitope specific macrophage inflammatory protein-1 alpha production by T cells,OBI:0001545,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001549,A radioactivity detection assay that measures equilibrium dissociation constant (KD) to detect the loss of binding of a known reference ligand to cell-bound-MHC due to competition by the ligand under investigation.,radioactivity detection assay measuring equilibrium dissociation constant [KD] to determine competitive binding of a cell-bound-MHC:ligand complex,OBI:0001549,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001550,A qualitative binding assay that detects the binding of a cell-bound-MHC molecule with a ligand.,assay measuring binding of a cell-bound-MHC:ligand complex,OBI:0001550,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001552,A flow cytometry assay that detects tumor necrosis factor (ligand) superfamily member 11 production by T cells.,intracellular cytokine staining assay measuring epitope specific tumor necrosis factor (ligand) superfamily member 11 production by T cells,OBI:0001552,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001553,A MHC:ligand binding assay that measures a binding constant.,assay measuring a binding constant of a MHC:ligand complex,OBI:0001553,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001555,A qualitative binding assay that detects the binding of a purified-MHC molecule with a ligand.,assay measuring binding of a purified-MHC:ligand complex,OBI:0001555,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001556,A radioactivity detection assay that detects direct binding of a cell-lysate-MHC molecule with a ligand.,radioactivity detection assay measuring direct binding of a cell-lysate-MHC:ligand complex,OBI:0001556,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001558,A radioactivity detection assay that measures half life to detect the direct binding of a cell-bound-MHC molecule with a ligand.,radioactivity detection assay measuring half life to determine direct binding of a cell-bound-MHC:ligand complex,OBI:0001558,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001559,A fluorescence detection assay that measures half life to detect the direct binding of a cell-bound-MHC molecule with a ligand.,fluorescence detection assay measuring half life to determine direct binding of a cell-bound-MHC:ligand complex,OBI:0001559,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001561,A fluorescence detection assay that measures half maximal effective concentration (EC50) to detect direct binding of a cell-bound-MHC molecule with a ligand.,fluorescence detection assay measuring half maximal effective concentration [EC50] to determine direct binding of a cell-bound-MHC:ligand complex,OBI:0001561,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001562,A flow cytometry assay that detects interleukin-17F production by T cells.,intracellular cytokine staining assay measuring epitope specific interleukin-17F production by T cells,OBI:0001562,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001564,A radioactivity detection assay that measures equilibrium dissociation constant (KD) to detect the loss of binding of a known reference ligand to purified-MHC due to competition by the ligand under investigation and provides IC50 values determined under assay conditions where the IC50 approximates a KD value.,radioactivity detection assay measuring equilibrium dissociation constant [KD] to determine competitive binding of a purified-MHC:ligand complex approximated by IC50,OBI:0001564,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001565,A radioactivity detection assay that measures half life to detect the direct binding of a cell-lysate-MHC molecule with a ligand.,radioactivity detection assay measuring half life to determine direct binding of a cell-lysate-MHC:ligand complex,OBI:0001565,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001567,A radioactivity detection assay that measures binding off rate [koff] to detect direct binding of a cell-lysate-MHC molecule with a ligand.,radioactivity detection assay measuring binding off rate [koff] to determine direct binding of a cell-lysate-MHC:ligand complex,OBI:0001567,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001568,A radioactivity detection assay that measures half maximal inhibitory concentration (IC50) to detect the loss of binding of a known reference ligand to purified-MHC due to competition by the ligand under investigation.,radioactivity detection assay measuring half maximal inhibitory concentration [IC50] to determine competitive binding of a purified-MHC:ligand complex,OBI:0001568,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001569,A fluorescence detection assay that measures binding off rate [koff] to detect direct binding of a purified-MHC molecule with a ligand.,fluorescence detection assay measuring binding off rate [koff] to determine direct binding of a purified-MHC:ligand complex,OBI:0001569,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001570,A T cell epitope specific cytokine production assay that detects vascular endothelial growth factor production by T cells.,assay measuring epitope specific vascular endothelial growth factor production by T cells,OBI:0001570,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001577,A cytometric bead array assay that detects interleukin-22 production by T cells.,cytometric bead array assay measuring epitope specific intracellular cytokine staining (ICS) IL-22 production by T cells,OBI:0001577,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001578,An enzyme-linked immunosorbent assay that detects vascular endothelial growth factor production by T cells.,ELISA measuring epitope specific vascular endothelial growth factor production by T cells,OBI:0001578,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001579,A qualitative binding assay that detects the binding of a cell-lysate-MHC molecule with a ligand.,assay measuring binding of a cell-lysate-MHC:ligand complex,OBI:0001579,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001584,A phage display binding assay that detects direct binding of a purified-MHC molecule with a ligand.,phage display binding assay measuring binding of a purified-MHC:ligand complex,OBI:0001584,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001585,A cytometric bead array assay that detects interleukin-7 production by T cells.,cytometric bead array assay measuring epitope specific interleukin-7 production by T cells,OBI:0001585,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001586,A radioactivity detection assay that measures half life to detect the direct binding of a purified-MHC molecule with a ligand.,radioactivity detection assay measuring half life to determine direct binding of a purified-MHC:ligand complex,OBI:0001586,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001587,A T cell epitope specific cytokine production assay that detects interleukin-7 production by T cells.,assay measuring epitope specific interleukin-7 production by T cells,OBI:0001587,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001589,A flow cytometry assay that detects interleukin-17A production by T cells.,intracellular cytokine staining assay measuring epitope specific interleukin-17A production by T cells,OBI:0001589,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001590,A fluorescence detection assay that detects direct binding of a purified-MHC molecule with a ligand.,fluorescence detection assay measuring direct binding of a purified-MHC:ligand complex,OBI:0001590,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001591,A binding assay that measures the formation or disassociation of a complex of 2 material entities directly without use of a competitve ligand.,direct binding assay,OBI:0001591,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001592,A fluorescence detection assay that measures half maximal effective concentration (EC50) to detect direct binding of a purified-MHC molecule with a ligand.,fluorescence detection assay measuring half maximal effective concentration [EC50] to determine direct binding of a purified-MHC:ligand complex,OBI:0001592,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001593,A binding assay that detects the inhibition of binding between 2 material entities known to form a complex by the addition of a third material entity of interest. Inhibition of binding between the 2 materials reflects binding by the third material.,competitive inhibition of binding assay,OBI:0001593,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001594,A fluorescence detection assay that detects loss of binding of a known reference ligand to cell-bound-MHC due to competition by the ligand under investigation.,fluorescence detection assay measuring competitive binding of a cell-bound-MHC:ligand complex,OBI:0001594,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001595,A X-ray crystallography 3D molecular structure determination assay that characterizes the 3-dimensional molecular structure of a MHC:ligand complex.,X-ray crystallography assay determining the 3D structure of a MHC:ligand complex,OBI:0001595,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001597,A cell bound MHC ligand binding half maximal inhibitory concentration (IC50) determination assay that uses a T cell epitope recognition assay to measure ligand binding.,cell bound MHC competitive binding assay measuring half maximal inhibitory concentration [IC50] of a MHC:ligand complex using T cell epitope recognition,OBI:0001597,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001599,A radioactivity detection assay that detects loss of binding of a known reference ligand to cell-bound-MHC due to competition by the ligand under investigation.,radioactivity detection assay measuring competitive binding of a cell-bound-MHC:ligand complex,OBI:0001599,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001600,A T cell epitope specific cytokine production assay that detects granulocyte colony stimulating factor production by T cells.,assay measuring epitope specific granulocyte colony stimulating factor production by T cells,OBI:0001600,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001601,A cytometric bead array assay that detects interleukin-21 production by T cells.,cytometric bead array assay measuring epitope specific intracellular cytokine staining (ICS) IL-21 production by T cells,OBI:0001601,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:0001602,A radioactivity detection assay that detects direct binding of a cell-bound-MHC molecule with a ligand.,radioactivity detection assay measuring direct binding of a cell-bound-MHC:ligand complex,OBI:0001602,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
