table_name,variable_name,enumeration_code,enumeration_display,enumeration_title,enumeration_meaning,enumeration_system,enumeration_group
AccessPolicy,data_use_permission,DUO:0000004,This data use permission indicates there is no restriction on use.,no restriction,DUO:0000004,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUsePermission,EnumDataUsePermission
AccessPolicy,data_use_permission,DUO:0000006,This data use permission indicates that use is allowed for health/medical/biomedical purposes; does not include the study of population origins or ancestry.,health or medical or biomedical research,DUO:0000006,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUsePermission,EnumDataUsePermission
AccessPolicy,data_use_permission,DUO:0000007,"This data use permission indicates that use is allowed provided it is related to the specified disease.
This term should be coupled with a term describing a disease from an ontology to specify the disease the restriction applies to. 

DUO recommends MONDO be used, to provide the basis for automated evaluation. For more information see https://github.com/EBISPOT/DUO/blob/master/MONDO_Overview.md

Other resources, such as the Disease Ontology, HPO, SNOMED-CT or others, can also be used. When those other resources are being used, this may require an extra mapping step to leverage automated matching algorithms.",disease specific research,DUO:0000007,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUsePermission,EnumDataUsePermission
AccessPolicy,data_use_permission,DUO:0000011,This data use permission indicates that use of the data is limited to the study of population origins or ancestry.,population origins or ancestry research only,DUO:0000011,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUsePermission,EnumDataUsePermission
AccessPolicy,data_use_permission,DUO:0000042,"This data use permission indicates that use is allowed for general research use for any research purpose.
This includes but is not limited to: health/medical/biomedical purposes, fundamental biology research, the study of population origins or ancestry, statistical methods and algorithms development, and social-sciences research.",general research use,DUO:0000042,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUsePermission,EnumDataUsePermission
AccessPolicy,data_use_modifier,DUO:00000044,"This data use modifier indicates use for purposes of population, origin, or ancestry research is prohibited.",population origins or ancestry research prohibited,DUO:00000044,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000012,This data use modifier indicates that use is limited to studies of a certain research type.,research specific restrictions,DUO:0000012,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000015,"This data use modifier indicates that use does not allow methods development research (e.g., development of software or algorithms).",no general methods research,DUO:0000015,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000016,"This data use modifier indicates that use is limited to genetic studies only (i.e., studies that include genotype research alone or both genotype and phenotype research, but not phenotype research exclusively)",genetic studies only,DUO:0000016,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000018,"This data use modifier indicates that use of the data is limited to not-for-profit organizations and not-for-profit use, non-commercial use.","not for profit, non commercial use only",DUO:0000018,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000019,This data use modifier indicates that requestor agrees to make results of studies using the data available to the larger scientific community.,publication required,DUO:0000019,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000020,"This could be coupled with a string describing the primary study investigator(s).
This data use modifier indicates that the requestor must agree to collaboration with the primary study investigator(s).",collaboration required,DUO:0000020,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000021,This data use modifier indicates that the requestor must provide documentation of local IRB/ERB approval.,ethics approval required,DUO:0000021,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000022,"This data use modifier indicates that use is limited to within a specific geographic region.
This should be coupled with an ontology term describing the geographical location the restriction applies to.",geographical restriction,DUO:0000022,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000024,"This data use modifier indicates that requestor agrees not to publish results of studies until a specific date.
This should be coupled with a date specified as ISO8601",publication moratorium,DUO:0000024,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000025,"This data use modifier indicates that use is approved for a specific number of months.
This should be coupled with an integer value indicating the number of months.",time limit on use,DUO:0000025,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000026,This data use modifier indicates that use is limited to use by approved users.,user specific restriction,DUO:0000026,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000027,This data use modifier indicates that use is limited to use within an approved project.,project specific restriction,DUO:0000027,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000028,This data use modifier indicates that use is limited to use within an approved institution.,institution specific restriction,DUO:0000028,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000029,This data use modifier indicates that the requestor must return derived/enriched data to the database/resource.,return to database or resource,DUO:0000029,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000043,"Clinical Care is defined as Health care or services provided at home, in a healthcare facility or hospital. Data may be used for clinical decision making.
This data use modifier indicates that use is allowed for clinical use and care.",clinical care use,DUO:0000043,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000045,This data use modifier indicates that use of the data is limited to not-for-profit organizations.,not for profit organisation use only,DUO:0000045,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
AccessPolicy,data_use_modifier,DUO:0000046,"This data use modifier indicates that use of the data is limited to not-for-profit use.
This indicates that data can be used by commercial organisations for research purposes, but not commercial purposes.",non-commercial use only,DUO:0000046,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataUseModifier,EnumDataUseModifier
Family,family_type,CAMO:0000002,This family study includes at a minimum one parent and one child.,Parent(s) and Child(ren),,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyType,EnumFamilyType
Family,family_type,CAMO:0000003,This family study includes at a minimum one parent and one affected child.,Duo,,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyType,EnumFamilyType
Family,family_type,CAMO:0000004,This family study includes at a minimum two parents of one affected child.,Trio,,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyType,EnumFamilyType
Family,family_type,CAMO:0000005,This family study includes at a minimum two parents of one affected child and at least one other child.,Trio+,,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyType,EnumFamilyType
Family,family_type,CAMO:0000006,This family study includes only one or more cases.,Case Only,,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyType,EnumFamilyType
Family,family_type,CAMO:0000007,This family study includes only one or more probands.,Proband Only,,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyType,EnumFamilyType
Family,family_type,CAMO:0000008,This family study includes only one or more controls.,Control Only,,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyType,EnumFamilyType
Family,consanguinity,snomedct:410515003,Known present,,snomedct:410515003,https://anvilproject.github.io/acr-harmonized-data-model/EnumPresentAbsent,EnumPresentAbsent
Family,consanguinity,snomedct:410516002,Known absent,,snomedct:410516002,https://anvilproject.github.io/acr-harmonized-data-model/EnumPresentAbsent,EnumPresentAbsent
Family,consanguinity,snomedct:410590009,Known possible,,snomedct:410590009,https://anvilproject.github.io/acr-harmonized-data-model/EnumPresentAbsent,EnumPresentAbsent
Family,consanguinity,snomedct:410591008,Definitely present,,snomedct:410591008,https://anvilproject.github.io/acr-harmonized-data-model/EnumPresentAbsent,EnumPresentAbsent
Family,consanguinity,snomedct:410592001,Probably present,,snomedct:410592001,https://anvilproject.github.io/acr-harmonized-data-model/EnumPresentAbsent,EnumPresentAbsent
Family,consanguinity,snomedct:410593006,Probably not present,,snomedct:410593006,https://anvilproject.github.io/acr-harmonized-data-model/EnumPresentAbsent,EnumPresentAbsent
Family,consanguinity,snomedct:410594000,Definitely not present,,snomedct:410594000,https://anvilproject.github.io/acr-harmonized-data-model/EnumPresentAbsent,EnumPresentAbsent
Family,consanguinity,snomedct:410605003,Confirmed present,,snomedct:410605003,https://anvilproject.github.io/acr-harmonized-data-model/EnumPresentAbsent,EnumPresentAbsent
Family,consanguinity,snomedct:415684004,Suspected,,snomedct:415684004,https://anvilproject.github.io/acr-harmonized-data-model/EnumPresentAbsent,EnumPresentAbsent
Family,consanguinity,snomedct:428263003,Not suspected,,snomedct:428263003,https://anvilproject.github.io/acr-harmonized-data-model/EnumPresentAbsent,EnumPresentAbsent
Family,consanguinity,snomedct:723511001,Refuted,,snomedct:723511001,https://anvilproject.github.io/acr-harmonized-data-model/EnumPresentAbsent,EnumPresentAbsent
SubjectAssertion,asserter_type,CAMO:0000016,Assertion made by research staff.,Research Staff Asserted,,https://anvilproject.github.io/acr-harmonized-data-model/EnumAsserterType,EnumAsserterType
SubjectAssertion,asserter_type,CAMO:0000017,Assertion documented by a healthcare system or provider.,Healthcare Asserted,,https://anvilproject.github.io/acr-harmonized-data-model/EnumAsserterType,EnumAsserterType
SubjectAssertion,asserter_type,CAMO:0000018,"Assertion made by a study participant, their representative, or some combination.",Participant or Representative Asserted,,https://anvilproject.github.io/acr-harmonized-data-model/EnumAsserterType,EnumAsserterType
SubjectAssertion,asserter_type,CAMO:0000019,Assertion made by a study participant.,Participant Asserted,,https://anvilproject.github.io/acr-harmonized-data-model/EnumAsserterType,EnumAsserterType
SubjectAssertion,asserter_type,CAMO:0000020,Assertion made by a study participant's representative or representatives.,Representative Asserted,,https://anvilproject.github.io/acr-harmonized-data-model/EnumAsserterType,EnumAsserterType
SubjectAssertion,asserter_type,CAMO:0000021,Assertion made by a study participant's caregiver or caregivers.,Caregiver Asserted,,https://anvilproject.github.io/acr-harmonized-data-model/EnumAsserterType,EnumAsserterType
SubjectAssertion,assertion_source_type,CAMO:0000014,Data obtained directly from an Electronic Health Record.,Electronic Health Record,,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataSourceType,EnumDataSourceType
SubjectAssertion,assertion_source_type,CAMO:0000010,Data obtained from a survey or questionnaire given to a participant or their representative.,Survey,,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataSourceType,EnumDataSourceType
SubjectAssertion,assertion_source_type,CAMO:0000011,Data obtained by research staff for the study.,Research Assessment,,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataSourceType,EnumDataSourceType
SubjectAssertion,assertion_source_type,CAMO:0000012,"Data obtained by research staff interviewing participants, representatives, or others.",Interview,,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataSourceType,EnumDataSourceType
SubjectAssertion,assertion_source_type,CAMO:0000013,Data obtained directly by research staff examining the participant.,Physical Examination,,https://anvilproject.github.io/acr-harmonized-data-model/EnumDataSourceType,EnumDataSourceType
Sample,availability_status,snomedct:103328004,"The item is available to users, authorization/request permitting.",Available,snomedct:103328004,https://anvilproject.github.io/acr-harmonized-data-model/EnumAvailabilityStatus,EnumAvailabilityStatus
Sample,availability_status,snomedct:103329007,The item is not available to users.,Unavailable,snomedct:103329007,https://anvilproject.github.io/acr-harmonized-data-model/EnumAvailabilityStatus,EnumAvailabilityStatus
Aliquot,availability_status,snomedct:103328004,"The item is available to users, authorization/request permitting.",Available,snomedct:103328004,https://anvilproject.github.io/acr-harmonized-data-model/EnumAvailabilityStatus,EnumAvailabilityStatus
Aliquot,availability_status,snomedct:103329007,The item is not available to users.,Unavailable,snomedct:103329007,https://anvilproject.github.io/acr-harmonized-data-model/EnumAvailabilityStatus,EnumAvailabilityStatus
File,format,edam:format_1196,Chemical structure specified in Simplified Molecular Input Line Entry System (SMILES) line notation.,SMILES,edam:format_1196,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1197,Chemical structure specified in IUPAC International Chemical Identifier (InChI) line notation.,InChI,edam:format_1197,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1198,"Chemical structure specified by Molecular Formula (MF), including a count of each element in a compound.",mf,edam:format_1198,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1199,The InChIKey (hashed InChI) is a fixed length (25 character) condensed digital representation of an InChI chemical structure specification. It uniquely identifies a chemical compound.,InChIKey,edam:format_1199,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1200,"SMILES ARbitrary Target Specification (SMARTS) format for chemical structure specification, which is a subset of the SMILES line notation.",smarts,edam:format_1200,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1206,Alphabet for a molecular sequence with possible unknown positions but without ambiguity or non-sequence characters.,unambiguous pure,edam:format_1206,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1207,"Alphabet for a nucleotide sequence with possible ambiguity, unknown positions and non-sequence characters.",nucleotide,edam:format_1207,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1208,"Alphabet for a protein sequence with possible ambiguity, unknown positions and non-sequence characters.",protein,edam:format_1208,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1209,Alphabet for the consensus of two or more molecular sequences.,consensus,edam:format_1209,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1210,Alphabet for a nucleotide sequence with possible ambiguity and unknown positions but without non-sequence characters.,pure nucleotide,edam:format_1210,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1211,Alphabet for a nucleotide sequence (characters ACGTU only) with possible unknown positions but without ambiguity or non-sequence characters .,unambiguous pure nucleotide,edam:format_1211,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1212,"Alphabet for a DNA sequence with possible ambiguity, unknown positions and non-sequence characters.",dna,edam:format_1212,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1213,"Alphabet for an RNA sequence with possible ambiguity, unknown positions and non-sequence characters.",rna,edam:format_1213,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1214,Alphabet for a DNA sequence (characters ACGT only) with possible unknown positions but without ambiguity or non-sequence characters.,unambiguous pure dna,edam:format_1214,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1215,Alphabet for a DNA sequence with possible ambiguity and unknown positions but without non-sequence characters.,pure dna,edam:format_1215,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1216,Alphabet for an RNA sequence (characters ACGU only) with possible unknown positions but without ambiguity or non-sequence characters.,unambiguous pure rna sequence,edam:format_1216,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1217,Alphabet for an RNA sequence with possible ambiguity and unknown positions but without non-sequence characters.,pure rna,edam:format_1217,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1218,Alphabet for any protein sequence with possible unknown positions but without ambiguity or non-sequence characters.,unambiguous pure protein,edam:format_1218,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1219,Alphabet for any protein sequence with possible ambiguity and unknown positions but without non-sequence characters.,pure protein,edam:format_1219,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1248,Format for sequence positions (feature location) as used in DDBJ/EMBL/GenBank database.,EMBL feature location,edam:format_1248,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1295,Report format for tandem repeats in a nucleotide sequence (format generated by the Sanger Centre quicktandem program).,quicktandem,edam:format_1295,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1296,Report format for inverted repeats in a nucleotide sequence (format generated by the Sanger Centre inverted program).,Sanger inverted repeats,edam:format_1296,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1297,Report format for tandem repeats in a sequence (an EMBOSS report format).,EMBOSS repeat,edam:format_1297,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1316,Format of a report on exon-intron structure generated by EMBOSS est2genome.,est2genome format,edam:format_1316,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1318,Report format for restriction enzyme recognition sites used by EMBOSS restrict program.,restrict format,edam:format_1318,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1319,Report format for restriction enzyme recognition sites used by EMBOSS restover program.,restover format,edam:format_1319,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1320,Report format for restriction enzyme recognition sites used by REBASE database.,REBASE restriction sites,edam:format_1320,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1332,Format of results of a sequence database search using FASTA.,FASTA search results format,edam:format_1332,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1333,Format of results of a sequence database search using some variant of BLAST.,BLAST results,edam:format_1333,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1334,Format of results of a sequence database search using some variant of MSPCrunch.,mspcrunch,edam:format_1334,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1335,Format of results of a sequence database search using some variant of Smith Waterman.,Smith-Waterman format,edam:format_1335,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1336,Format of EMBASSY domain hits file (DHF) of hits (sequences) with domain classification information.,dhf,edam:format_1336,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1337,Format of EMBASSY ligand hits file (LHF) of database hits (sequences) with ligand classification information.,lhf,edam:format_1337,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1341,Results format for searches of the InterPro database.,InterPro hits format,edam:format_1341,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1342,Format of results of a search of the InterPro database showing matches of query protein sequence(s) to InterPro entries.,InterPro protein view report format,edam:format_1342,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1343,Format of results of a search of the InterPro database showing matches between protein sequence(s) and signatures for an InterPro entry.,InterPro match table format,edam:format_1343,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1349,Dirichlet distribution HMMER format.,HMMER Dirichlet prior,edam:format_1349,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1350,Dirichlet distribution MEME format.,MEME Dirichlet prior,edam:format_1350,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1351,Format of a report from the HMMER package on the emission and transition counts of a hidden Markov model.,HMMER emission and transition,edam:format_1351,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1356,Format of a regular expression pattern from the Prosite database.,prosite-pattern,edam:format_1356,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1357,Format of an EMBOSS sequence pattern.,EMBOSS sequence pattern,edam:format_1357,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1360,A motif in the format generated by the MEME program.,meme-motif,edam:format_1360,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1366,Sequence profile (sequence classifier) format used in the PROSITE database.,prosite-profile,edam:format_1366,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1367,A profile (sequence classifier) in the format used in the JASPAR database.,JASPAR format,edam:format_1367,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1369,Format of the model of random sequences used by MEME.,MEME background Markov model,edam:format_1369,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1370,Format of a hidden Markov model representation used by the HMMER package.,HMMER format,edam:format_1370,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1391,FASTA-style format for multiple sequences aligned by HMMER package to an HMM.,HMMER-aln,edam:format_1391,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1392,Format of multiple sequences aligned by DIALIGN package.,DIALIGN format,edam:format_1392,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1393,"EMBASSY 'domain alignment file' (DAF) format, containing a sequence alignment of protein domains belonging to the same SCOP or CATH family.",daf,edam:format_1393,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1419,Format for alignment of molecular sequences to MEME profiles (position-dependent scoring matrices) as generated by the MAST tool from the MEME package.,Sequence-MEME profile alignment,edam:format_1419,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1421,Format used by the HMMER package for an alignment of a sequence against a hidden Markov model database.,HMMER profile alignment (sequences versus HMMs),edam:format_1421,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1422,Format used by the HMMER package for of an alignment of a hidden Markov model against a sequence database.,HMMER profile alignment (HMM versus sequences),edam:format_1422,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1423,Format of PHYLIP phylogenetic distance matrix data.,Phylip distance matrix,edam:format_1423,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1424,Dendrogram (tree file) format generated by ClustalW.,ClustalW dendrogram,edam:format_1424,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1425,Raw data file format used by Phylip from which a phylogenetic tree is directly generated or plotted.,Phylip tree raw,edam:format_1425,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1430,PHYLIP file format for continuous quantitative character data.,Phylip continuous quantitative characters,edam:format_1430,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1432,PHYLIP file format for phylogenetics character frequency data.,Phylip character frequencies format,edam:format_1432,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1433,Format of PHYLIP discrete states data.,Phylip discrete states format,edam:format_1433,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1434,Format of PHYLIP cliques data.,Phylip cliques format,edam:format_1434,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1435,Phylogenetic tree data format used by the PHYLIP program.,Phylip tree format,edam:format_1435,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1436,The format of an entry from the TreeBASE database of phylogenetic data.,TreeBASE format,edam:format_1436,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1437,The format of an entry from the TreeFam database of phylogenetic data.,TreeFam format,edam:format_1437,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1445,"Format for distances, such as Branch Score distance, between two or more phylogenetic trees as used by the Phylip package.",Phylip tree distance format,edam:format_1445,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1454,Format of an entry from the DSSP database (Dictionary of Secondary Structure in Proteins).,dssp,edam:format_1454,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1455,Entry format of the HSSP database (Homology-derived Secondary Structure in Proteins).,hssp,edam:format_1455,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1457,"Format of RNA secondary structure in dot-bracket notation, originally generated by the Vienna RNA package/server.",Dot-bracket format,edam:format_1457,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1458,"Format of local RNA secondary structure components with free energy values, generated by the Vienna RNA package/server.",Vienna local RNA secondary structure format,edam:format_1458,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1475,Format of an entry (or part of an entry) from the PDB database.,PDB database entry format,edam:format_1475,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1476,Entry format of PDB database in PDB format.,PDB,edam:format_1476,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1477,Entry format of PDB database in mmCIF format.,mmCIF,edam:format_1477,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1478,Entry format of PDB database in PDBML (XML) format.,PDBML,edam:format_1478,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1504,Amino acid index format used by the AAindex database.,aaindex,edam:format_1504,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1551,Format of output of the Pcons Model Quality Assessment Program (MQAP).,Pcons report format,edam:format_1551,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1552,Format of output of the ProQ protein model quality predictor.,ProQ report format,edam:format_1552,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1582,"A report format for the kinetics of enzyme-catalysed reaction(s) in a format generated by EMBOSS findkm. This includes Michaelis Menten plot, Hanes Woolf plot, Michaelis Menten constant (Km) and maximum velocity (Vmax).",findkm,edam:format_1582,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
